make,model,badge,category,displacement_cc,year,power_hp,engine,cooling,gearbox,transmission,dry_weight_kg,seat_height_mm,fuel_capacity_l,wheelbase_mm
Tauris,Cubana 50 2T ART Collection,,Scooter,49,2012,4.3,Single cylinder,Air,Automatic,Belt,107,740,5,
Tauris,Cubana 50 4T,,Scooter,49,2011,3,Single cylinder,Air,Automatic,Belt,107,740,6,
Tauris,E3 Elektro-Roller,,Scooter,0,2020,1.6,Electric,Air,Automatic,,,720,,
Tauris,Estoril 50 2T,,Scooter,49,2014,3.9,Single cylinder,Air,Automatic,Belt,107,800,7.2,
Tauris,Fiera 125 4T,,Scooter,124,2011,,Single cylinder,Air,Automatic,Belt,107,800,7.2,
Tauris,Fiera 125 Xtreme 4T,,Scooter,124,2011,7.2,Single cylinder,Air,Automatic,Belt,107,800,5,
Tauris,Fiera 50 2T,,Scooter,49,2011,,Single cylinder,Air,Automatic,Belt,107,800,6.4,
Tauris,Fiera 50 2T ART Collection,,Scooter,49,2012,3.9,Single cylinder,Air,Automatic,Belt,107,800,7.2,
Tauris,Fiera 50 Xtreme 2T,,Scooter,49,2011,3.9,Single cylinder,Air,Automatic,Belt,107,800,7.2,
Tauris,Firefly 50 2T,,Scooter,49,2014,3.9,Single cylinder,Air,Automatic,Belt,97,783,5.5,
Tauris,Freccia 125 4T,,Scooter,124,2014,7.9,Single cylinder,Air,Automatic,Belt,92,770,5.5,
Tauris,Freccia 50 4T,,Scooter,49,2014,2.8,Single cylinder,Air,Automatic,Belt,89,770,5.5,
Tauris,Fuego 50 2T,,Scooter,49,2011,,Single cylinder,Air,Automatic,Belt,88,,5,
Tauris,Fuego II 50 2T,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,88,760,5,
Tauris,Matador 125,,"Minibike, cross",124,2011,11.5,Single cylinder,Air,4-speed,Chain,65,,3,
Tauris,Mistral 50 2T,,Scooter,49,2011,4.4,Single cylinder,Air,Automatic,Belt,90,790,5.1,
Tauris,Movida 125 4T,,Scooter,124,2012,7.9,Single cylinder,Air,Automatic,,107,780,6,
Tauris,Movida 125 4T,,Scooter,124,2014,11,Single cylinder,Air,Automatic,Belt,110,780,6,
Tauris,Movida 50 2T,,Scooter,49,2014,3.9,Single cylinder,Air,Automatic,Belt,84,780,5.5,
Tauris,Piccadilly 125 4T,,Scooter,124,2014,7.9,Single cylinder,Air,Automatic,Belt,88,730,5,
Tauris,Piccadilly 50 4T,,Scooter,49,2014,3,Single cylinder,Air,Automatic,Belt,75,730,5,
Tauris,Samba 50 2T ART,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,84,780,,
Tauris,Samba 50 2T ART Collection,,Scooter,49,2012,4.3,Single cylinder,Air,Automatic,Belt,84,740,5,
Tauris,Samba 50 2T Racing,,Scooter,49,2011,,Single cylinder,Air,Automatic,Belt,84,780,,
Tauris,Strada 125 4T,,Scooter,124,2011,11,Single cylinder,Air,Automatic,Belt,90,780,5.5,
Tauris,Strada 50 2T,,Scooter,49,2011,4.4,Single cylinder,Air,Automatic,Belt,90,780,5.1,
Tayo,HJ 125-3A Tiger,,Allround,135,2014,,Single cylinder,Air,,,115,,,1260
Tayo,HJ 125-5A Monster,,Allround,135,2015,,Single cylinder,Air,,Chain,120,,,1260
Tayo,HJ 125-8A Leopard,,Sport,134,2015,12.7,Single cylinder,,,Chain,120,,,1260
Tayo,HJ 125-8A Panther,,Allround,135,2014,,Single cylinder,Air,,Chain,115,,,1260
Tayo,HJ100-12 Ghost Light,,Scooter,104,2016,7,Single cylinder,,Automatic,Chain,120,,,1220
Tayo,HJ125-3B Tiger,,Allround,134,2016,12.7,Single cylinder,,,Chain,115,,,1260
Tayo,HJ125-5A Monster,,Allround,134,2016,12.7,Single cylinder,,,Chain,120,,,1260
Tayo,HJ125-6A Mars,,Allround,124,2010,,Single cylinder,Air,,Chain,115,,,1300
Tayo,HJ125-8A Leopard,,Allround,134,2016,12.7,Single cylinder,,,Chain,120,,,1310
Tayo,HJ125T-13 Angel,,Scooter,124,2016,7,Single cylinder,,Automatic,Chain,,,,1235
Tayo,HJ125T-13 Skyblue,,Scooter,124,2016,7,Single cylinder,,Automatic,Chain,95,,,1235
Tayo,HJ125T-13 Skyfly,,Scooter,124,2016,7,Single cylinder,,Automatic,Chain,105,,,1235
Techo Electra,Emerge,,Scooter,0,2020,,Electric,,,Belt,,,,
Techo Electra,NEO,,Scooter,0,2022,0.3,Electric,,Automatic,,,,12,
Techo Electra,Raptor,,Scooter,0,2020,,Electric,,,,,,,
Techo Electra,Saathi,,Scooter,0,2021,,Electric,Air,1-speed,,,,,
Techo Electra,V 1.0 NEO,,Scooter,0,2020,,Electric,,,,,,12,
Terra Modena,198,,Sport,449,2011,,Single cylinder,Liquid,6-speed,,120,890,8.5,1048
Terra Modena,198,,Sport,449,2012,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,198,,Sport,449,2013,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,198,,Sport,449,2014,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,198,,Sport,449,2015,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,198,,Sport,449,2016,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,198,,Sport,449,2017,,Single cylinder,Liquid,6-speed,Chain,120,890,8.5,1048
Terra Modena,Vercar Superbike,,Sport,0,2015,67.1,Electric,Liquid,6-speed,Chain,,,,
Terrot,HST,,Allround,346,1930,,Single cylinder,,,,115,,,
TGB,101 R,,Scooter,151,2006,8.6,Single cylinder,Oil & air,,Belt,84,,5.1,
TGB,101R,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,101R (125CC),,Scooter,82,2007,6.4,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,101R (150CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,84,,5.1,
TGB,101R 125,,Scooter,124,2008,8.6,Single cylinder,Air,Automatic,Belt,110,790,5.1,
TGB,101R 125,,Scooter,124,2010,8.6,Single cylinder,Air,Automatic,,93,790,5.1,
TGB,101R 150,,Scooter,151,2008,10.1,Single cylinder,Air,Automatic,Belt,122,790,5.1,
TGB,101R 50,,Scooter,49,2008,10.1,Single cylinder,Air,Automatic,Belt,92,790,5.1,
TGB,101R 50,,Scooter,49,2010,47.9,Single cylinder,Air,Automatic,Belt,81,790,5.1,
TGB,101S,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,101S,,Scooter,49,2008,4.9,Single cylinder,,,Belt,81,760,5.1,
TGB,101S (125CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,84,,5.1,
TGB,101S (90 CC),,Scooter,82,2007,6.4,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,101S 50,,Scooter,49,2010,4.9,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,101S 50,,Scooter,49,2011,4.9,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,104T 50,,Scooter,49,2008,3.8,Single cylinder,,Automatic,,91,,5.1,
TGB,203,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,81,,5.1,
TGB,203 50,,Scooter,49,2008,4.9,Single cylinder,Air,,Belt,81,760,,
TGB,303 50,,Scooter,49,2008,,Single cylinder,Air,,Belt,92,,6.8,
TGB,303R,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,92,,6.8,
TGB,303R (125 CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,110,,6.8,
TGB,303R (150 CC),,Scooter,151,2007,10.1,Single cylinder,Oil & air,Automatic,Belt,122,,6.8,
TGB,303R 125,,Scooter,124,2006,8.6,Single cylinder,Air,,Belt,110,,6.8,
TGB,303R 150,,Scooter,151,2006,10.1,Single cylinder,Oil & air,,Belt,110,,6.8,
TGB,303R 50,,Scooter,49,2006,4.9,Single cylinder,Oil & air,,Belt,92,,6.8,
TGB,303RS 125,,Scooter,124,2008,8.6,Single cylinder,Air,,,110,790,6.8,
TGB,Akros TEC,,Scooter,49,2006,4.9,Single cylinder,Air,,Belt,92,,5.3,
TGB,Akros TEC 50,,Scooter,49,2008,4.9,Single cylinder,,,,92,760,5.3,
TGB,Akrostec,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,92,,5.3,
TGB,Beeline Tapo 50,,Scooter,49,2021,4.9,Single cylinder,Air,Automatic,Belt,83,,5.5,
TGB,Beeline Tapo 50 RS,,Scooter,49,2021,4.9,Single cylinder,Air,Automatic,Belt,83,,5.5,
TGB,Bellavita,,Scooter,125,2016,14.8,Single cylinder,Liquid,Automatic,Belt,142,,8.8,
TGB,Bellavita 125I,,Scooter,124,2012,14.8,Single cylinder,Liquid,,Belt,143.5,,9,
TGB,Bellavita 300I,,Scooter,264,2012,23.1,Single cylinder,Liquid,Automatic,Belt,152,,9,
TGB,Blade 1000 LTX EPS,,ATV,997,2022,83,V2,Liquid,Automatic,Shaft drive,1000,914,23,1460
TGB,Blade 325LE,,ATV,287,2010,21.5,Single cylinder,Liquid,Automatic,Chain,260,880,18,1300
TGB,Blade 425LE,,ATV,403,2010,30,Single cylinder,Liquid,Automatic,Chain,260,880,18,1300
TGB,Blade 520,,ATV,503,2021,39,Single cylinder,Liquid,Automatic,Belt,350,914,18,1280
TGB,Blade 525SE,,ATV,503,2010,41.5,Single cylinder,Liquid,Automatic,Shaft drive,332,920,18,1280
TGB,Blade 550 LT,,ATV,503,2011,41,Single cylinder,Liquid,Automatic,Shaft drive,364,920,,1450
TGB,Blade 550I LT 4X4,,ATV,503,2012,18.9,Single cylinder,Liquid,Automatic,Shaft drive,364,920,,1450
TGB,Blade 550SE,,ATV,503,2010,,Single cylinder,Liquid,Automatic,Shaft drive,364,920,,1280
TGB,Blade 600 SE,,ATV,561,2021,42.1,Single cylinder,Liquid,Automatic,Belt,387,914,18,1290
TGB,Blade 600 SE-X EPS,,ATV,561,2021,42.1,Single cylinder,Liquid,Automatic,Belt,393,914,18,1290
TGB,Bull 125 RS,,Scooter,124,2011,8.6,Single cylinder,Air,Automatic,Belt,118,,6.8,
TGB,Bull 50 RS,,Scooter,49,2011,4.7,Single cylinder,Air,Automatic,Belt,95,,6.8,
TGB,Bull T 50 RS,,Scooter,49,2022,4.7,Single cylinder,Air,Automatic,Belt,95,670,6.8,
TGB,Bullet 125,,Scooter,124,2010,9.2,Single cylinder,Air,Automatic,Belt,118,,6.8,
TGB,Bullet 2.0 50,,Scooter,49,2012,4.7,Single cylinder,Air,Automatic,Belt,95,,6.8,
TGB,Bullet 50,,Scooter,49,2010,4.9,Single cylinder,Air,,Belt,95,,6.8,
TGB,Bullet Basic 50,,Scooter,49,2012,4.7,Single cylinder,Air,Automatic,Belt,95,,6.8,
TGB,Bullet RR 50,,Scooter,49,2012,4.7,Single cylinder,Air,Automatic,Belt,95,,6.8,
TGB,Bullet RS 50,,Scooter,49,2012,4.7,Single cylinder,Air,Automatic,Belt,95,,6.8,
TGB,Cappuccio 50,,Scooter,49,2010,2.7,Single cylinder,Air,Automatic,Belt,99,,5.1,
TGB,Delivery,,Scooter,151,2006,10.1,Single cylinder,Oil & air,,Belt,121,,10.4,
TGB,Delivery,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,105,,6.8,
TGB,Delivery (125 CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,119,,6.8,
TGB,Delivery (150 CC),,Scooter,151,2007,10.1,Single cylinder,Oil & air,Automatic,Belt,121,,10.4,
TGB,Delivery 151,,Scooter,151,2008,10.1,Single cylinder,Air,Automatic,Belt,105,,,
TGB,Delivery 49,,Scooter,49,2008,4.9,Single cylinder,Air,Automatic,Belt,105,,,
TGB,Express 125,,Scooter,124,2008,8.6,Single cylinder,Air,Automatic,Belt,116,760,6.8,
TGB,Express 125,,Scooter,124,2010,8.6,Single cylinder,Air,Automatic,Belt,125,760,6.8,
TGB,Express 125,,Scooter,124,2011,8.6,Single cylinder,Air,Automatic,Belt,125,760,6.8,
TGB,Express 125,,Scooter,124,2012,8.6,Single cylinder,,Automatic,Belt,125,760,6.8,
TGB,Express 150,,Scooter,151,2022,10.1,Single cylinder,Air,Automatic,Belt,127,,6.8,
TGB,Express 50,,Scooter,49,2010,4.9,Single cylinder,Air,Automatic,Belt,105,760,6.8,
TGB,Express 50,,Scooter,49,2011,4.9,Single cylinder,Air,Automatic,Belt,105,760,6.8,
TGB,Express 50,,Scooter,49,2012,4.9,Single cylinder,,Automatic,Belt,105,,6.8,
TGB,F 409,,Scooter,49,2006,4.9,Single cylinder,Air,,Belt,94,,6.3,
TGB,F409,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,94,,6.8,
TGB,F409 (125CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,107,,6.8,
TGB,F409 (150CC),,Scooter,151,2007,10.1,Single cylinder,Oil & air,Automatic,Belt,117,,6.8,
TGB,F409 125,,Scooter,124,2008,8.6,Single cylinder,Air,,,107,790,6.8,
TGB,Gunner 550,,ATV,502,2012,18.9,Single cylinder,,Automatic,Shaft drive,330,920,15,1320
TGB,Hawk 125,,Scooter,124,2008,,Single cylinder,Air,Automatic,Belt,111,,6.8,
TGB,Hawk 125,,Scooter,124,2010,7.5,Single cylinder,Air,Automatic,,110,,6.8,
TGB,Hawk 50,,Scooter,49,2008,4.9,Single cylinder,Air,,Belt,92,,6.8,
TGB,Hawk 50,,Scooter,49,2010,4.9,Single cylinder,Air,Automatic,Belt,92,,6.8,
TGB,Hawk 50,,Scooter,49,2012,4.9,Single cylinder,Air,Automatic,Belt,92,,6.8,
TGB,Hook 125,,Scooter,124,2011,8.6,Single cylinder,Air,Automatic,Belt,111,,6.8,
TGB,Hook 50,,Scooter,49,2011,4.7,Single cylinder,Air,Automatic,Belt,92,,6.8,
TGB,KEY West 50,,Scooter,49,2020,1.9,Single cylinder,Air,Automatic,Belt,94,,6.8,
TGB,Keywest,,Scooter,49,2008,4.9,Single cylinder,Air,Automatic,Belt,81,,,
TGB,Laser,,Scooter,151,2006,8.6,Single cylinder,Oil & air,Automatic,Belt,107,,6.8,
TGB,Laser,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,86,,6.8,
TGB,Laser (125CC),,Scooter,124,2007,8.6,Single cylinder,Air,Automatic,Belt,105,,6.8,
TGB,Laser (150CC),,Scooter,151,2007,10.1,Single cylinder,Oil & air,Automatic,Belt,107,,6.8,
TGB,Laser 303R Special Edition #01 49CC,,Scooter,49,2005,4.9,Single cylinder,Air,Automatic,Belt,91.6,,4.92,
TGB,Laser R5 49,,Scooter,49,2008,4.9,Single cylinder,,Automatic,Belt,122,,,
TGB,Laser R9 151,,Scooter,151,2008,10.1,Single cylinder,Air,Automatic,Belt,122,,,
TGB,Memory 50,,Scooter,49,2020,1.9,Single cylinder,Air,Automatic,Belt,90,,6.3,
TGB,Memory Classic,,Scooter,49,2021,1.9,Single cylinder,Air,Automatic,Belt,90,,6.3,
TGB,Mystique 50,,Scooter,49,2008,4.9,Single cylinder,Air,,Belt,93,,5.1,
TGB,Octane 50 4T,,Scooter,49,2008,3.8,Single cylinder,Air,Automatic,,91,,,
TGB,Pista R AC 50,,Scooter,49,2020,1.9,Single cylinder,Air,Automatic,Belt,90,,6.3,
TGB,R 50 X,,Scooter,49,2006,4.9,Single cylinder,Air,,Belt,95,,6.8,
TGB,R125X,,Scooter,124,2008,,Single cylinder,Air,Automatic,Belt,118,,6.8,
TGB,R50X,,Scooter,49,2007,4.9,Single cylinder,Air,Automatic,Belt,95,,,
TGB,R50X,,Scooter,49,2008,,Single cylinder,Air,Automatic,Belt,94.8,,6.81,
TGB,Sunset 151,,Scooter,151,2008,10.1,Single cylinder,Air,Automatic,Belt,107,,6.62,
TGB,Sunset 49,,Scooter,49,2008,4.9,Single cylinder,Air,Automatic,Belt,86,,4.92,
TGB,Tapo 50,,Scooter,49,2010,4.9,Single cylinder,Air,,,94,,6.8,
TGB,Tapo 50,,Scooter,49,2012,4.9,Single cylinder,Air,Automatic,Belt,94,,6.8,
TGB,Tapo RS 50,,Scooter,49,2011,4.9,Single cylinder,Air,Automatic,Belt,94,,6.8,
TGB,Tapo RS 50,,Scooter,49,2012,4.9,Single cylinder,Air,Automatic,Belt,94,,6.8,
TGB,Target 325,,ATV,325,2010,21.5,Single cylinder,Liquid,Automatic,,235,920,15,1260
TGB,Target 425,,ATV,403,2010,30,Single cylinder,Liquid,Automatic,,315,918,15,1260
TGB,Target 460 IRS 4X4,,ATV,461,2012,19.7,Single cylinder,,Automatic,Shaft drive,364,920,15,1280
TGB,Target 525,,ATV,503,2010,30,Single cylinder,Liquid,Automatic,,317,918,15,1260
TGB,Target 550 IRS,,ATV,503,2011,19.9,Single cylinder,Liquid,Automatic,Shaft drive,364,918,15,1280
TGB,Target 550 IRS 4X4,,ATV,503,2012,19.7,Single cylinder,,Automatic,Shaft drive,364,920,15,1280
TGB,X Large 125 EFI,,Scooter,124,2011,12.2,Single cylinder,Liquid,Automatic,Belt,174,790,11,
TGB,X Large 125R,,Scooter,124,2011,11.3,Single cylinder,Liquid,,Belt,175,,11,
TGB,X Large 250 EFI,,Scooter,249,2011,23.4,Single cylinder,Liquid,Automatic,Belt,194,,11,
TGB,X Large 300 EFI,,Scooter,264,2011,23.1,Single cylinder,Liquid,Automatic,Belt,194,790,11,
TGB,X Motion 125 EFI,,Scooter,124,2008,12.4,Single cylinder,Air,Automatic,,,790,11,
TGB,X Motion 125 EFI,,Scooter,124,2010,12.4,Single cylinder,Air,Automatic,,174,790,11,
TGB,X Motion 250 EFI,,Scooter,251,2008,21.4,Single cylinder,Liquid,Automatic,Belt,,790,11,
TGB,X Motion 250 EFI,,Scooter,251,2010,21.4,Single cylinder,Liquid,Automatic,Belt,194,790,11,
TGB,X-Motion 125,,Scooter,124,2012,12.4,Single cylinder,Air,Automatic,Belt,174,790,11,
TGB,X-Motion 125R,,Scooter,124,2012,11.4,Single cylinder,Liquid,Automatic,Belt,174,,11,
TGB,X-Motion 300 EFI,,Scooter,264,2012,23.1,Single cylinder,Liquid,Automatic,Belt,186,790,11,
TGB,X-Race 125,,Scooter,124,2016,8.6,Single cylinder,Air,Automatic,Belt,92,,6.8,
TGB,Xrace 50,,Scooter,49,2012,4.9,Single cylinder,Air,Automatic,Belt,92,,6.8,
Thumpstar,ATV 250,,ATV,250,2020,,Single cylinder,,,Chain,,790,9,1090
Thumpstar,MX 50 JR,,"Minibike, cross",49,2020,,Single cylinder,,,,41.5,603,2.3,1032
Thumpstar,MX 50 SR,,"Minibike, cross",49,2020,,Single cylinder,,,,41.5,684,2.3,1032
Thumpstar,MX 85,,"Minibike, cross",85,2020,,Single cylinder,,,,,,5,
Thumpstar,TSB 110,,"Minibike, cross",110,2020,,Single cylinder,,,Chain,80,750,3.4,1230
Thumpstar,TSB 125,,"Minibike, cross",125,2021,,Single cylinder,,4-speed,Chain,80,750,3.4,1230
Thumpstar,TSB 70,,"Minibike, sport",70,2020,,Single cylinder,,,Chain,50,607,3,980
Thumpstar,TSK 50,,"Minibike, sport",50,2020,,Single cylinder,,,Chain,50,570,3,920
Thumpstar,TSR 190,,"Minibike, cross",190,2020,,Single cylinder,,,Chain,80,830,3.4,1260
Thumpstar,TSR 190 ZS,,"Minibike, cross",190,2020,,Single cylinder,,,Chain,80,880,3.4,1260
Thumpstar,TSX 125,,"Minibike, cross",125,2020,,Single cylinder,,,Chain,80,,3.4,1260
Thumpstar,TSX 125,,"Minibike, cross",125,2022,,Single cylinder,,4-speed,Chain,80,830,3.4,1260
Thumpstar,TSX 125 SW,,"Minibike, sport",125,2020,,Single cylinder,,,Chain,80,830,3.4,1260
Thumpstar,TSX 140,,"Minibike, sport",140,2020,,Single cylinder,,,Chain,80,830,3.4,1260
Thumpstar,TSX 140 BW,,Enduro / offroad,140,2022,,Single cylinder,,4-speed,Chain,80,880,3.4,1260
Thumpstar,TSX 230,,"Minibike, sport",230,2020,,Single cylinder,,,Chain,103,830,6.3,1340
Tiger,Boxer 200R,,Allround,199,2012,,Single cylinder,Oil & air,5-speed,Chain,119,,12,
Tiger,Boxer 250 RS,,Naked bike,250,2011,,Single cylinder,Oil & air,5-speed,,121,,12.2,
Tiger,Bulldog 150,,Allround,149,2011,,Single cylinder,Oil & air,5-speed,Chain,120,,12.5,
Tiger,F4 150,,Allround,149,2014,,Single cylinder,Oil & air,5-speed,Chain,,,12.5,
Tiger,F4 250,,Allround,250,2014,,Single cylinder,Oil & air,5-speed,Chain,,,12.5,
Tiger,Future 110,,Scooter,110,2012,,Single cylinder,Air,4-speed,Chain,93,,4.7,
Tiger,Kickass 125,,Super motard,125,2012,,Single cylinder,Air,4-speed,Chain,82,,3.5,
Tiger,Retro Sport 110,,Allround,110,2012,,Single cylinder,Air,4-speed,Chain,80,,9,
Tiger,Street Bomber 150,,Allround,149,2014,,Single cylinder,Oil & air,Automatic,Belt,120,,12.5,
Titan,Bobber,,Custom / cruiser,1750,2006,112,V2,Air,5-speed,,,,17.41,
Titan,Bobber Deluxe,,Custom / cruiser,1524,2008,108,V2,Air,5-speed,,,711,13.24,
Titan,Bobbers,,Custom / cruiser,1750,2007,112,V2,Air,5-speed,,,,17.41,
Titan,FAT Bobber,,Custom / cruiser,1573,2008,93,V2,Air,5-speed,,,711,13.24,
Titan,FAT Bobber,,Custom / cruiser,1573,2009,93,V2,Air,5-speed,Chain,,711,13.24,
Titan,FAT Bobber Deluxe,,Custom / cruiser,1524,2009,108,V2,Air,5-speed,,620,711,13.24,
Titan,Gecko,,Custom / cruiser,1573,2000,94,V2,Air,5-speed,Belt,256,660,,
Titan,Gecko RM,,Custom / cruiser,1573,2001,65,V2,Air,5-speed,Belt,,622,18.9,1715
Titan,Gecko RM Stretch,,Custom / cruiser,1750,2006,112,V2,Air,5-speed,,288,629,17.41,1778
Titan,Gecko RM Stretch,,Custom / cruiser,1750,2007,112,V2,Air,5-speed,Chain,288,629,17.41,1778
Titan,Gecko Rubber Mount Stretch,,Custom / cruiser,1750,2008,112,V2,Air,5-speed,Chain,,629,18.92,1778
Titan,Gecko Rubber Mount Stretch,,Custom / cruiser,1750,2009,112,V2,Air,5-speed,Chain,256.3,629,18.92,1778
Titan,Radical Rigid,,Custom / cruiser,1750,2008,112,V2,Air,6-speed,Chain,299.4,559,17.41,2007
Titan,Radical Rigid,,Custom / cruiser,1750,2009,112,V2,Air,6-speed,Chain,299.4,559,17.41,2007
Titan,Radical Rigid,,Custom / cruiser,1750,2011,112,V2,Air,6-speed,Chain,299,559,17.41,2007
Titan,Radical Rigid Chopper,,Custom / cruiser,1750,2006,112,V2,Air,6-speed,,299.4,559,17.41,2007
Titan,Radical Rigid Chopper,,Custom / cruiser,1750,2007,112,V2,Air,6-speed,Chain,299.4,559,17.41,2007
Titan,Roadrunner,,Custom / cruiser,1537,2000,94,V2,Air,5-speed,Belt,270,660,,
Titan,Sidewinder Custom PRO Street Hardtail,,Custom / cruiser,1750,2008,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Custom PRO Street Hardtail,,Custom / cruiser,1750,2009,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Custom PRO Street Softail,,Custom / cruiser,1750,2008,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Custom PRO Street Softail,,Custom / cruiser,1750,2009,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Custom Softail Chopper,,Custom / cruiser,1750,2008,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Custom Softail Chopper,,Custom / cruiser,1750,2009,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Hardtail,,Custom / cruiser,1750,2007,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Lowrider Hardtail,,Custom / cruiser,1750,2006,112,V2,Air,6-speed,,294.8,610,17.41,1740
Titan,Sidewinder Lowrider Softail,,Custom / cruiser,1750,2007,112,V2,Air,6-speed,Chain,294.8,610,17.41,1740
Titan,Sidewinder Rubber Mount Chopper,,Custom / cruiser,1750,2006,112,V2,Air,6-speed,,308.4,584,17.41,1882
Titan,Sidewinder Rubber Mount Chopper,,Custom / cruiser,1750,2007,112,V2,Air,6-speed,Chain,308.4,584,17.41,1882
Titan,Sidewinder Rubber Mount Chopper,,Custom / cruiser,1750,2008,112,V2,Air,6-speed,Chain,308.4,584,17.41,1882
Titan,Sidewinder Rubber Mount Chopper,,Custom / cruiser,1750,2009,112,V2,Air,6-speed,Chain,308.4,584,17.41,1930
Titan,Sidewinder Softail,,Custom / cruiser,1750,2006,112,V2,Air,6-speed,,294.8,610,17.41,1740
Titan,Sidewinder Softail Chopper,,Custom / cruiser,1750,2006,112,V2,Air,6-speed,,308.4,584,17.41,1882
Titan,VON Zipper Bobber,,Custom / cruiser,1524,2008,108,V2,Air,5-speed,,,711,13.24,
Titan,VON Zipper Bobber,,Custom / cruiser,1524,2009,108,V2,Air,5-speed,Chain,289.4,711,13.24,1676
Titan,YZF 1000 R Thunder ACE,,Sport touring,1002,1996,145,In-line four,Liquid,6-speed,Chain,198,795,,
TM Racing,250FI 4T Enes,,Enduro / offroad,249,2017,,Single cylinder,Liquid,6-speed,Chain,,,8.2,
TM Racing,250FI 4T MX,,Cross / motocross,249,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,300FI 4T Enes,,Enduro / offroad,300,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,300FI 4T MX,,Cross / motocross,300,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,450FI 4T Enes,,Enduro / offroad,449,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,450FI 4T MX,,Cross / motocross,449,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,530FI 4T Enes,,Enduro / offroad,527,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,530FI 4T MX,,Cross / motocross,527,2017,,Single cylinder,Liquid,5-speed,Chain,,,8.2,
TM Racing,Black Dream 125,,Super motard,125,2006,40,Single cylinder,Liquid,6-speed,Chain,,,8,
TM Racing,C1 Bambino,,"Minibike, cross",49,2004,,Single cylinder,,1-speed,Chain,34,605,,
TM Racing,C2 Bambino,,"Minibike, cross",49,2004,,Single cylinder,,1-speed,Chain,48,730,,
TM Racing,CC 250 FI ES,,Super motard,249,2019,,Single cylinder,Liquid,5-speed,Chain,,,9.5,
TM Racing,CC 300 FI ES,,Super motard,294,2019,,Single cylinder,Liquid,5-speed,Chain,,,9.5,
TM Racing,CR2 Bambino,,"Minibike, cross",49,2004,,Single cylinder,Liquid,1-speed,Chain,42,675,,
TM Racing,EN 125,,Enduro / offroad,123,2005,,Single cylinder,Liquid,6-speed,Chain,40.8,,8,960
TM Racing,EN 125,,Enduro / offroad,123,2006,,Single cylinder,Liquid,6-speed,Chain,,,8,
TM Racing,EN 125,,Enduro / offroad,123,2007,,Single cylinder,Liquid,6-speed,Chain,,,8,
TM Racing,EN 125,,Enduro / offroad,123,2008,,Single cylinder,Liquid,6-speed,,,,8.7,
TM Racing,EN 125,,Enduro / offroad,123,2010,,Single cylinder,Liquid,6-speed,Chain,,,8.7,
TM Racing,EN 125,,Enduro / offroad,123,2012,7.4,Single cylinder,Liquid,6-speed,Chain,,,8.7,
TM Racing,EN 125,,Enduro / offroad,123,2016,,Single cylinder,Liquid,6-speed,Chain,,,8.2,
